ID,Candidate:id,CatCodeGroupID,CatCodeIndustryID,Spender:id,Target_Payee:id,Filing_Year,Office_Sought:id,Independent_Spending_Totals,Industry_Spending_Totals,Status_of_Candidate:id
1908,238490,8,67,18824,27317382,2016,645,255.04,82900,1
1909,238490,6,50,686,27317382,2018,645,27497.51,201359,1
1910,238490,8,67,18845,27317382,2018,645,250,82900,1
1911,238490,6,50,686,27317382,2014,645,3470,201359,1
1912,238491,8,67,18820,27317382,2016,646,287.32,329286.24,1
1913,238491,8,65,3468,27317382,2012,646,5000,329286.24,1
1914,238491,8,67,18820,27317382,2014,646,281.23,329286.24,1
1915,238491,8,67,18824,27317382,2016,646,255.04,329286.24,1
1916,238491,8,67,18820,47187134,2018,646,66.99,329286.24,1
1917,238491,6,50,686,27317382,2014,646,18000.9,682139.29,1
1918,238491,8,67,18820,47187135,2018,646,71.55,329286.24,1
1919,238491,8,67,18820,47187136,2018,646,53.05,329286.24,1
1920,238497,8,67,18820,27317382,2016,647,287.32,92592.24,1
1921,238497,8,67,18824,27317382,2016,647,255.04,92592.24,1
1922,238497,8,67,18820,27317382,2014,647,281.23,92592.24,1
1923,238499,8,67,18820,47187106,2018,648,53.05,103835.11,1
1924,238499,8,67,18820,27317382,2012,648,107.37,103835.11,1
1925,238499,8,67,18820,27317382,2014,648,281.23,103835.11,1
1926,238499,8,67,18824,27317382,2016,648,255.04,103835.11,1
1927,238499,8,67,18820,47187104,2018,648,66.99,103835.11,1
1928,238499,8,67,18820,27317382,2016,648,287.32,103835.11,1
1929,238499,8,67,18820,47187105,2018,648,71.55,103835.11,1
1930,238500,8,67,18824,27317382,2016,649,15255.04,80600,1
1931,238500,8,67,18845,27317382,2016,649,27861.89,80600,1
1932,238500,6,50,686,27317382,2018,649,18149.03,115849.99,1
1933,238500,8,65,3282,27317382,2018,649,54451.33,80600,1
1934,238500,8,67,18845,27317382,2018,649,69183.19,80600,1
1935,238501,8,67,18824,27317382,2016,650,255.04,161200,1
1936,238501,8,67,18845,27317382,2012,650,2785,161200,1
1937,238501,6,50,686,27317382,2014,650,13049.1,261450,1
1938,238502,8,67,18820,47187131,2018,651,66.99,254460.42,1
1939,238502,8,67,18820,27317382,2016,651,287.32,254460.42,1
1940,238502,8,67,18820,47187133,2018,651,53.05,254460.42,1
1941,238502,8,67,18820,47187132,2018,651,71.55,254460.42,1
1942,238502,6,50,686,27317382,2014,651,29966,460414.18,1
1943,238502,8,67,18824,27317382,2016,651,255.04,254460.42,1
1944,238502,8,67,18820,27317382,2014,651,281.23,254460.42,1
1945,238504,8,67,18820,27317382,2014,652,281.23,649594.92,1
1946,238504,8,67,18824,27317382,2016,652,255.04,649594.92,1
1947,238504,8,67,18820,47187146,2018,652,66.99,649594.92,1
1948,238504,8,67,18820,27317382,2012,652,107.36,649594.92,1
1949,238504,8,67,18820,47187148,2018,652,53.04,649594.92,1
1950,238504,8,67,18820,27317382,2016,652,287.32,649594.92,1
1951,238504,8,67,18820,47187147,2018,652,71.55,649594.92,1
1952,238506,8,67,18820,47187143,2018,653,66.99,247257.85,1
1953,238506,8,67,18820,27317382,2016,653,287.32,247257.85,1
1954,238506,6,50,686,27317382,2014,653,6720.3,356272,1
1955,238506,6,51,3106,27317382,2014,653,79114.67,356272,1
1956,238506,8,67,18820,47187145,2018,653,53.05,247257.85,1
1957,238506,8,67,18820,47187144,2018,653,71.55,247257.85,1
1958,238506,6,47,720,27317382,2014,653,50148.45,356272,1
1959,238506,8,65,3468,27317382,2014,653,50148.45,247257.85,1
1960,238506,8,67,18824,27317382,2016,653,255.04,247257.85,1
1961,238508,8,65,3282,27317382,2014,654,16251.29,204236.92,2
1962,238508,8,67,18854,27317382,2014,654,133.74,204236.92,2
1963,238508,8,67,18854,27317382,2012,654,120.69,204236.92,1
1964,238508,8,67,18824,27317382,2014,654,97928.38,204236.92,2
1965,238508,8,67,18824,27317382,2016,654,255.04,204236.92,1
1966,238508,8,67,18854,27317382,2016,654,1000,204236.92,1
1967,238508,6,51,3106,27317382,2014,654,52463.85,245850.19,2
1968,238508,8,65,3282,27317382,2016,654,22614.3,204236.92,1
1969,238509,8,67,18820,27317382,2012,655,107.36,158528.28,1
1970,238509,8,67,18820,27317382,2014,655,285.52,158528.28,2
1971,238509,8,67,18820,27317382,2018,655,191.59,158528.28,1
1972,238509,8,67,18820,27317382,2016,655,20990.62,158528.28,1
1973,238509,8,67,18824,27317382,2016,655,10255.04,158528.28,1
1974,238509,8,67,18824,27317382,2012,655,147.22,158528.28,1
1975,238513,6,51,4438,27317382,2012,658,102000,805952.27,1
1976,238513,8,67,18824,27317382,2016,658,255.04,373827.25,1
1977,238513,6,51,3106,27317382,2012,658,15705.39,805952.27,1
1978,238513,6,50,686,27317382,2018,658,6601,805952.27,1
1979,238516,8,67,18820,47187113,2018,659,66.99,134250,1
1980,238516,8,67,18820,47187115,2018,659,53.04,134250,1
1981,238516,8,67,18824,27317382,2016,659,255.04,134250,1
1982,238516,8,67,18820,47187114,2018,659,71.55,134250,1
1983,238516,6,51,3106,27317382,2014,659,49808.24,233147.56,1
1984,238516,8,67,18820,27317382,2014,659,127.04,134250,1
1985,238516,8,67,18820,27317382,2016,659,287.32,134250,1
1986,238520,8,67,18824,44157744,2018,663,5457,5600,1
1987,238525,8,67,18845,42673378,2018,665,51443.94,43800,1
1988,238530,8,67,18845,27317382,2018,666,19775.7,3450,2
1989,238531,8,67,18824,27317382,2016,667,255.04,169362.26,1
1990,238531,6,50,686,27317382,2016,667,7906.85,157000,1
1991,238532,8,67,18824,27317382,2016,668,255.04,186403.45,1
1992,238533,8,67,18824,27317382,2016,669,255.04,479976.16,1
1993,238625,6,51,4438,27317382,2012,594,154712.96,348123.43,1
1994,238640,6,51,4438,27317382,2016,601,26035.43,95700,1
1995,238645,6,51,4438,27317382,2014,683,166836.85,455502.73,1
1996,238645,6,51,3106,27317382,2014,683,26048.18,455502.73,1
1997,238645,6,51,16741227,27317382,2014,683,7965.5,455502.73,1
1998,238647,8,65,3468,27317382,2016,605,329071.96,339944.05,1
1999,238647,6,51,4438,27317382,2016,605,113950.25,845566.97,1
2000,238673,6,51,4438,47189667,2018,621,16961,6800,2
2001,238675,6,51,4438,27317382,2014,622,49980.03,144150,1
2002,238679,6,50,686,27317382,2018,703,11063.06,484650,2
2003,238681,6,51,3106,27317382,2016,624,76969.47,178561.79,1
2004,238682,6,51,4438,27317382,2016,625,38416.93,258550,1
2005,238683,6,50,686,27317382,2018,705,9500,626363.16,1
2006,238683,6,50,686,27317382,2014,705,8796,626363.16,1
2007,238693,6,50,686,27317382,2018,631,24936.3,514272.89,1
2008,238693,6,50,686,27317382,2014,631,11404.47,514272.89,1
2009,238701,8,65,3468,27317382,2016,644,127300,114953.43,1
2010,238727,6,51,4438,27317382,2006,664,150.34,247094.53,2
2011,238735,6,47,720,47190053,2018,666,23745,512919.68,1
2012,238735,6,47,720,47190052,2018,666,24539.5,512919.68,1
2013,247095,8,67,18820,27317382,2016,15029,287.32,427885.56,1
2014,247095,6,51,3106,27317382,2012,15029,22019.62,436278.44,1
2015,247095,8,67,18820,27317382,2014,15029,281.23,427885.56,1
2016,247095,8,67,18824,27317382,2016,15029,255.04,427885.56,1
2017,247110,8,67,18824,27317382,2014,15034,47996.78,171514.56,1
2018,247110,6,51,4438,27317382,2016,15034,42994.51,545230,2
2019,247110,6,51,16741227,27317382,2016,15034,1800,545230,2
2020,248026,8,65,3468,27317382,2016,698,296907.24,150166.49,2
2021,248026,8,65,3468,27317382,2014,698,129350,150166.49,1
2022,248026,6,51,4438,27317382,2014,698,80771.29,295089.85,1
2023,248026,6,51,4438,27317382,2016,698,75842.15,295089.85,2
2024,249379,6,51,4438,146917,2018,701,103823,67750,2
2025,249379,6,51,4438,146917,2018,701,103823,67750,1
2026,249379,6,51,3106,44199101,2018,701,30000,67750,1
2027,249379,6,51,3106,44199101,2018,701,30000,67750,2
2028,249380,8,65,6146,27317382,2006,701,14999.63,105614,2
2029,249380,8,65,3468,27317382,2012,701,44487.38,105614,2
2030,249720,8,67,18820,47187126,2018,695,71.55,177480,1
2031,249720,8,67,18820,47187127,2018,695,53.05,177480,1
2032,249720,8,67,18820,47187125,2018,695,66.99,177480,1
2033,249721,8,67,18820,27317382,2016,627,1549.26,61450,1
2034,249721,8,67,18820,27317382,2018,627,6719.11,61450,2
