Date,Temp,Country
9/1/1997,21.417,Peru
10/1/1997,21.638,Peru
11/1/1997,21.641,Peru
12/1/1997,22.057,Peru
1/1/1998,22.407,Peru
2/1/1998,22.715,Peru
3/1/1998,22.464,Peru
4/1/1998,22.044,Peru
5/1/1998,20.931,Peru
6/1/1998,19.859,Peru
7/1/1998,19.955,Peru
8/1/1998,20.537,Peru
9/1/1998,20.607,Peru
10/1/1998,20.814,Peru
11/1/1998,20.825,Peru
12/1/1998,21.024,Peru
1/1/1999,20.55,Peru
2/1/1999,20.766,Peru
3/1/1999,20.861,Peru
4/1/1999,20.022,Peru
5/1/1999,19.522,Peru
6/1/1999,19.075,Peru
7/1/1999,18.839,Peru
8/1/1999,19.386,Peru
9/1/1999,20.392,Peru
10/1/1999,20.169,Peru
11/1/1999,20.61,Peru
12/1/1999,20.621,Peru
1/1/2000,20.447,Peru
2/1/2000,20.627,Peru
3/1/2000,20.531,Peru
4/1/2000,20.404,Peru
5/1/2000,19.938,Peru
6/1/2000,19.335,Peru
7/1/2000,18.571,Peru
8/1/2000,19.975,Peru
9/1/2000,20.342,Peru
10/1/2000,20.523,Peru
11/1/2000,21.208,Peru
12/1/2000,20.882,Peru
1/1/2001,20.339,Peru
2/1/2001,20.962,Peru
3/1/2001,20.807,Peru
4/1/2001,20.627,Peru
5/1/2001,19.784,Peru
6/1/2001,18.572,Peru
7/1/2001,19.01,Peru
8/1/2001,19.783,Peru
9/1/2001,20.134,Peru
10/1/2001,20.609,Peru
11/1/2001,21.164,Peru
12/1/2001,20.918,Peru
1/1/2002,21.24,Peru
2/1/2002,21.087,Peru
3/1/2002,21.456,Peru
4/1/2002,20.837,Peru
5/1/2002,20.597,Peru
6/1/2002,19.381,Peru
7/1/2002,18.781,Peru
8/1/2002,19.885,Peru
9/1/2002,20.488,Peru
10/1/2002,20.752,Peru
11/1/2002,20.847,Peru
12/1/2002,21.081,Peru
1/1/2003,21.394,Peru
2/1/2003,21.293,Peru
3/1/2003,21.222,Peru
4/1/2003,20.447,Peru
5/1/2003,20.005,Peru
6/1/2003,19.381,Peru
7/1/2003,19.168,Peru
8/1/2003,19.516,Peru
9/1/2003,20.035,Peru
10/1/2003,21.001,Peru
11/1/2003,21.261,Peru
12/1/2003,21.104,Peru
1/1/2004,21.32,Peru
2/1/2004,21.303,Peru
3/1/2004,21.377,Peru
4/1/2004,20.984,Peru
5/1/2004,19.435,Peru
6/1/2004,18.834,Peru
7/1/2004,18.842,Peru
8/1/2004,19.523,Peru
9/1/2004,20.294,Peru
10/1/2004,21.05,Peru
11/1/2004,21.079,Peru
12/1/2004,21.276,Peru
1/1/2005,21.549,Peru
2/1/2005,21.237,Peru
3/1/2005,21.259,Peru
4/1/2005,20.772,Peru
5/1/2005,20.462,Peru
6/1/2005,19.567,Peru
7/1/2005,19.092,Peru
8/1/2005,20.098,Peru
9/1/2005,20.165,Peru
10/1/2005,20.192,Peru
11/1/2005,20.468,Peru
12/1/2005,20.546,Peru
1/1/2006,20.973,Peru
2/1/2006,20.915,Peru
3/1/2006,21.408,Peru
4/1/2006,20.504,Peru
5/1/2006,19.704,Peru
6/1/2006,19.573,Peru
7/1/2006,19.776,Peru
8/1/2006,20.097,Peru
9/1/2006,20.644,Peru
10/1/2006,20.772,Peru
11/1/2006,21.082,Peru
12/1/2006,21.044,Peru
1/1/2007,21.487,Peru
2/1/2007,21.567,Peru
3/1/2007,20.808,Peru
4/1/2007,20.48,Peru
5/1/2007,19.528,Peru
6/1/2007,19.012,Peru
7/1/2007,18.883,Peru
8/1/2007,19.684,Peru
9/1/2007,19.967,Peru
10/1/2007,20.081,Peru
11/1/2007,20.472,Peru
12/1/2007,20.331,Peru
1/1/2008,20.503,Peru
2/1/2008,20.573,Peru
3/1/2008,20.653,Peru
4/1/2008,20.242,Peru
5/1/2008,19.31,Peru
6/1/2008,18.801,Peru
7/1/2008,19.471,Peru
8/1/2008,20.415,Peru
9/1/2008,20.421,Peru
10/1/2008,20.495,Peru
11/1/2008,21.034,Peru
12/1/2008,20.799,Peru
1/1/2009,20.488,Peru
2/1/2009,20.586,Peru
3/1/2009,20.828,Peru
4/1/2009,20.589,Peru
5/1/2009,20.184,Peru
6/1/2009,19.358,Peru
7/1/2009,19.518,Peru
8/1/2009,20.201,Peru
9/1/2009,20.88,Peru
10/1/2009,20.982,Peru
11/1/2009,21.456,Peru
12/1/2009,21.207,Peru
1/1/2010,21.435,Peru
2/1/2010,21.631,Peru
3/1/2010,21.597,Peru
4/1/2010,21.372,Peru
5/1/2010,20.551,Peru
6/1/2010,19.763,Peru
7/1/2010,18.889,Peru
8/1/2010,19.771,Peru
9/1/2010,20.505,Peru
10/1/2010,20.457,Peru
11/1/2010,20.623,Peru
12/1/2010,20.42,Peru
1/1/2011,20.623,Peru
2/1/2011,20.36,Peru
3/1/2011,20.211,Peru
4/1/2011,20.366,Peru
5/1/2011,20.149,Peru
6/1/2011,19.984,Peru
7/1/2011,19.565,Peru
8/1/2011,20.017,Peru
9/1/2011,20.288,Peru
10/1/2011,20.317,Peru
11/1/2011,21.089,Peru
12/1/2011,20.44,Peru
1/1/2012,20.607,Peru
2/1/2012,20.234,Peru
3/1/2012,20.707,Peru
4/1/2012,20.63,Peru
5/1/2012,20.375,Peru
6/1/2012,19.959,Peru
7/1/2012,19.655,Peru
8/1/2012,20.131,Peru
9/1/2012,20.621,Peru
10/1/2012,20.739,Peru
11/1/2012,21.247,Peru
12/1/2012,20.615,Peru
1/1/2013,20.749,Peru
2/1/2013,20.679,Peru
3/1/2013,20.871,Peru
4/1/2013,20.32,Peru
5/1/2013,20.172,Peru
6/1/2013,19.312,Peru
7/1/2013,18.544,Peru
8/1/2013,19.163,Peru
